1	2	3	4	5	6
Adrenal_Gland	1.75325453290361	0	0	0	0	0
Brain_Amygdala	1.39369335404367	0	0	1.54200162923638	0	0
Brain_Caudate_basal_ganglia	1.42584792086703	0	0	2.07519849378477	0	0
Brain_Cerebellar_Hemisphere	1.45117166925754	0	0	2.09903342089173	0	0
Brain_Cortex	1.50358752950978	0	0	2.39013991701216	0	0
Brain_Hippocampus	1.30477380428754	0	0	1.59445114782959	0	0
Brain_Putamen_basal_ganglia	1.47841992025571	0	0	1.95445868814114	0	0
Brain_Spinal_cord_cervical_c-1	1.64821813436786	0	0	0.893355172396411	0	0
Colon_Transverse	1.60650276622997	0	0	0	0	0
Esophagus_Mucosa	1.71871148254289	0	5.21058765604502	0	0	0
Esophagus_Muscularis	1.77097530859719	0	0	0	0	3.68398291990917
Heart_Atrial_Appendage	1.8032043889447	0	0	0	0	1.44674940632981
Lung	1.73450220926551	0	0	0	0	0
Minor_Salivary_Gland	1.7803243929343	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.55128835663401	0	0	0	4.79227316477292	0
Skin_Sun_Exposed_Lower_leg	1.56470446435854	0	0	0	4.99013600329766	0
Small_Intestine_Terminal_Ileum	1.51536601694393	0	0	0	0	0
Spleen	2.02911857713868	0	0	0	0	0
Uterus	1.73520320435322	0	0	0	0	0
Whole_Blood	1.00835595440304	5.64926510187791	0	0	0	0
