1	2	3	4	5	6	7
Adrenal_Gland	1.75862209023899	0	0	0	0	0	0
Brain_Amygdala	1.4040232374245	0	0	0	1.4862673649915	0	0
Brain_Caudate_basal_ganglia	1.43630556337401	0	0	0	2.02619741393411	0	0
Brain_Cerebellar_Hemisphere	1.46195484203811	0	0	0	2.04447124780839	0	0
Brain_Cortex	1.51511721741321	0	0	0	2.34495254627012	0	0
Brain_Hippocampus	1.31204210247063	0	0	0	1.54953317533249	0	0
Brain_Putamen_basal_ganglia	1.48775618143076	0	0	0	1.89749427522407	0	0
Brain_Spinal_cord_cervical_c-1	1.65519345505408	0	0	0	0.812997003432175	0	0
Colon_Transverse	1.63557245911725	0	0	0	0	0	2.43056352216938
Esophagus_Mucosa	1.7152224266805	0	5.07264221030061	0	0	0	0
Esophagus_Muscularis	1.78306091671381	0	0	0	0	3.57248443060381	0
Heart_Atrial_Appendage	1.79835388282429	0	0	0	0	1.42864984455214	0
Lung	1.72749547779931	0	0	0	0	0	0
Minor_Salivary_Gland	1.76058478215176	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.5571009062516	0	0	4.62918217719408	0	0	0
Skin_Sun_Exposed_Lower_leg	1.56867244570459	0	0	4.84575051177134	0	0	0
Small_Intestine_Terminal_Ileum	1.49298671823279	0	0	0	0	0	0
Spleen	2.01567611335735	0	0	0	0	0	0
Uterus	1.72771025204526	0	0	0	0	0	0
Whole_Blood	1.01120595534469	5.64903841662779	0	0	0	0	0
