1	2	3	4	5	6
Adrenal_Gland	1.74428974323228	0	0	0	0	0
Brain_Amygdala	1.38573982824934	0	1.54491866028945	0	0	0
Brain_Caudate_basal_ganglia	1.41731527525201	0	2.07777329816515	0	0	0
Brain_Cerebellar_Hemisphere	1.44247449895411	0	2.10172285114648	0	0	0
Brain_Cortex	1.49443821705596	0	2.39256445158971	0	0	0
Brain_Hippocampus	1.29726526871433	0	1.59651673368935	0	0	0
Brain_Putamen_basal_ganglia	1.46973701046825	0	1.95709248104222	0	0	0
Brain_Spinal_cord_cervical_c-1	1.63939763938597	0	0.896237051707924	0	0	0
Colon_Transverse	1.5987573952249	0	0	0	0	0
Esophagus_Mucosa	1.70782578680954	0	0	0	5.19429685200675	0
Esophagus_Muscularis	1.75491741638683	0	0	3.66237491406155	0	0
Heart_Atrial_Appendage	1.79093528985133	0	0	1.46390135968109	0	0
Lung	1.72584791757994	0	0	0	0	0
Minor_Salivary_Gland	1.77188811930973	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.55469088993629	4.73330474038663	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.56856801245355	4.92593879983314	0	0	0	0
Small_Intestine_Terminal_Ileum	1.50804018681187	0	0	0	0	0
Spleen	2.01899921081171	0	0	0	0	0
Uterus	1.72683483793189	0	0	0	0	0
Whole_Blood	1.03195686615148	0	0	0	0	5.67501448397228
