1	2	3	4	5	6	7	8
Adrenal_Gland	1.74911872846324	0	0	0	0	0	0	0
Brain_Amygdala	1.47501328753148	1.25271666217315	0	0	0	0	0	0
Brain_Caudate_basal_ganglia	1.51783324890089	1.75967170094519	0	0	0	0	0	0
Brain_Cerebellar_Hemisphere	1.55116383083612	1.77438335096888	0	0	0	0	0	0
Brain_Cortex	1.61352262637197	2.06495789640907	0	0	0	0	0	0
Brain_Hippocampus	1.37053073538151	1.35150555440227	0	0	0	0	0	0
Brain_Putamen_basal_ganglia	1.57262077908165	1.61794257917762	0	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	1.6897927669295	0.63364857798486	0	0	0	0	0	0
Colon_Transverse	1.60424956110417	0	0	0	2.41326992691136	0	0	0
Esophagus_Mucosa	1.69391117358178	0	0	5.0293198495495	0	0	0	0
Esophagus_Muscularis	1.77063633621928	0	3.4976395523073	0	0	0	0	0
Heart_Atrial_Appendage	1.78115018333136	0	1.43074310445748	0	0	0	0	0
Lung	1.65296715392682	0	0	0	0	4.1804842398433	0	0
Minor_Salivary_Gland	1.75830762754732	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.58409101051957	0	0	0	0	0	4.52213850298957	0
Skin_Sun_Exposed_Lower_leg	1.59859893785524	0	0	0	0	0	4.71455221429184	0
Small_Intestine_Terminal_Ileum	1.4811958572431	0	0	0	0	0	0	0
Spleen	2.00837615843796	0	0	0	0	0	0	0
Uterus	1.70911375857732	0	0	0	0	0	0	0
Whole_Blood	1.00765388677867	0	0	0	0	0	0	5.83573591705947
