1	2	3	4	5	6
Adrenal_Gland	1.79833110718969	0	0	0	0	0
Brain_Amygdala	1.39760708772106	0	0	0	1.59075290302714	0
Brain_Caudate_basal_ganglia	1.42310830826008	0	0	0	2.13488267128777	0
Brain_Cerebellar_Hemisphere	1.45109250423859	0	0	0	2.14460296965177	0
Brain_Cortex	1.49872296187136	0	0	0	2.45077202437098	0
Brain_Hippocampus	1.30765276406712	0	0	0	1.64000394184389	0
Brain_Putamen_basal_ganglia	1.47872796632774	0	0	0	2.01461968262318	0
Brain_Spinal_cord_cervical_c-1	1.66904387631612	0	0	0	0.930375608250191	0
Colon_Transverse	1.64909135689001	0	0	0	0	0
Esophagus_Mucosa	1.78133552371101	0	0	5.09695264206657	0	0
Esophagus_Muscularis	1.83664679640243	0	3.60516009913256	0	0	0
Heart_Atrial_Appendage	1.85742782929495	0	1.43231663692252	0	0	0
Lung	1.78040210610797	0	0	0	0	0
Minor_Salivary_Gland	1.82630518444611	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.6508547274651	0	0	0	0	4.62263247074708
Skin_Sun_Exposed_Lower_leg	1.6672640708736	0	0	0	0	4.8078189190858
Small_Intestine_Terminal_Ileum	1.5541505919176	0	0	0	0	0
Spleen	2.08237083478364	0	0	0	0	0
Uterus	1.77836801827094	0	0	0	0	0
Whole_Blood	1.04766595781414	5.6609864643482	0	0	0	0
