1	2	3	4	5	6
Adrenal_Gland	1.74618786783517	0	0	0	0	0
Brain_Amygdala	1.39391988961877	1.52973978870496	0	0	0	0
Brain_Caudate_basal_ganglia	1.42787201370646	2.05506797996839	0	0	0	0
Brain_Cerebellar_Hemisphere	1.45316326003422	2.08051200182286	0	0	0	0
Brain_Cortex	1.50600504030935	2.3683006310383	0	0	0	0
Brain_Hippocampus	1.30557381794931	1.57987657610664	0	0	0	0
Brain_Putamen_basal_ganglia	1.48030664015332	1.93325732908639	0	0	0	0
Brain_Spinal_cord_cervical_c-1	1.64490588343067	0.887228107428366	0	0	0	0
Colon_Transverse	1.60000808729715	0	0	0	0	0
Esophagus_Mucosa	1.70475946839893	0	0	0	0	5.19232607241725
Esophagus_Muscularis	1.77634253626531	0	3.65795968459263	0	0	0
Heart_Atrial_Appendage	1.80078019467337	0	1.43964991231143	0	0	0
Lung	1.72730702761185	0	0	0	0	0
Minor_Salivary_Gland	1.77366547101212	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.58222867423799	0	0	0	4.63757216298244	0
Skin_Sun_Exposed_Lower_leg	1.59727944134857	0	0	0	4.82247555293371	0
Small_Intestine_Terminal_Ileum	1.50877634289566	0	0	0	0	0
Spleen	2.02054891719279	0	0	0	0	0
Uterus	1.7284918306942	0	0	0	0	0
Whole_Blood	1.03193496379479	0	0	5.80299635221887	0	0
