1	2	3	4	5	6
Adrenal_Gland	1.801717836761	0	0	0	0	0
Brain_Amygdala	1.41141515973804	0	1.57827022373579	0	0	0
Brain_Caudate_basal_ganglia	1.4402422661535	0	2.12222424989489	0	0	0
Brain_Cerebellar_Hemisphere	1.46792138161248	0	2.13441591690271	0	0	0
Brain_Cortex	1.51788004043227	0	2.43801027490833	0	0	0
Brain_Hippocampus	1.32129213570588	0	1.62976016359118	0	0	0
Brain_Putamen_basal_ganglia	1.49527271589178	0	2.00141432325727	0	0	0
Brain_Spinal_cord_cervical_c-1	1.67911109607233	0	0.921219228359894	0	0	0
Colon_Transverse	1.6520259888416	0	0	0	0	0
Esophagus_Mucosa	1.78429900362677	5.11764648034331	0	0	0	0
Esophagus_Muscularis	1.83388083077826	0	0	0	0	3.61052005948112
Heart_Atrial_Appendage	1.85843630109476	0	0	0	0	1.43820124732132
Lung	1.78359996423328	0	0	0	0	0
Minor_Salivary_Gland	1.82932719839969	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.63793235535274	0	0	0	4.671006728314	0
Skin_Sun_Exposed_Lower_leg	1.65365993025492	0	0	0	4.85991181662852	0
Small_Intestine_Terminal_Ileum	1.55691593625746	0	0	0	0	0
Spleen	2.08614664643625	0	0	0	0	0
Uterus	1.78138889658828	0	0	0	0	0
Whole_Blood	1.06126550971554	0	0	5.72748275876584	0	0
