1	2	3	4	5	6	7	8
Adrenal_Gland	1.81353729186217	0	0	0	0	0	0	0
Brain_Amygdala	1.43548653621791	0	1.50588615572494	0	0	0	0	0
Brain_Caudate_basal_ganglia	1.46251590381047	0	2.08536465013481	0	0	0	0	0
Brain_Cerebellar_Hemisphere	1.48555149533281	0	2.12231646266936	0	0	0	0	0
Brain_Cortex	1.54223513981506	0	2.41240016108641	0	0	0	0	0
Brain_Hippocampus	1.34114497606606	0	1.57969604989828	0	0	0	0	0
Brain_Putamen_basal_ganglia	1.51939839588357	0	1.94549066675271	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	1.70182261708929	0	0.793437094432632	0	0	0	0	0
Colon_Transverse	1.68643424761086	0	0	0	0	0	0	2.53485244645625
Esophagus_Mucosa	1.80592387246979	0	0	4.76284933204379	0	0	0	0
Esophagus_Muscularis	1.90187542206805	0	0	0	4.65006270152049	0	0	0
Heart_Atrial_Appendage	1.88835789621988	0	0	0	0	2.07596102914	0	0
Lung	1.77978119766435	0	0	0	0	0	0	0
Minor_Salivary_Gland	1.81240122953063	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.57795856949263	0	0	0	0	0	4.70912861478131	0
Skin_Sun_Exposed_Lower_leg	1.58979718230429	0	0	0	0	0	4.91699617493234	0
Small_Intestine_Terminal_Ileum	1.53370831856527	0	0	0	0	0	0	0
Spleen	2.077943815097	0	0	0	0	0	0	0
Uterus	1.78284462862702	0	0	0	0	0	0	0
Whole_Blood	1.03849461193094	5.70207837981116	0	0	0	0	0	0
