1	2	3	4	5	6	7
Adrenal_Gland	1.76626013616513	0	0	0	0	0	0
Brain_Amygdala	1.38520946535814	0	0	0	0	1.56788957012411	0
Brain_Caudate_basal_ganglia	1.41003547802614	0	0	0	0	2.1216965877955	0
Brain_Cerebellar_Hemisphere	1.43694892357638	0	0	0	0	2.13856812729814	0
Brain_Cortex	1.48674721152534	0	0	0	0	2.43661744140719	0
Brain_Hippocampus	1.29665649400892	0	0	0	0	1.61896727942396	0
Brain_Putamen_basal_ganglia	1.46648468504348	0	0	0	0	1.99223402996639	0
Brain_Spinal_cord_cervical_c-1	1.65091115652971	0	0	0	0	0.890332508991167	0
Colon_Transverse	1.61523360924983	0	0	0	0	0	0
Esophagus_Mucosa	1.74457094183658	0	0	0	5.09618473281579	0	0
Esophagus_Muscularis	1.83301092569784	0	0	4.80531923089316	0	0	0
Heart_Atrial_Appendage	1.82003899405579	2.26073419559707	0	0	0	0	0
Lung	1.74598276412129	0	0	0	0	0	0
Minor_Salivary_Gland	1.79520196542906	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.595947038385	0	4.65782101373511	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.61195443822987	0	4.83024646587301	0	0	0	0
Small_Intestine_Terminal_Ileum	1.52422395053536	0	0	0	0	0	0
Spleen	2.04564216529815	0	0	0	0	0	0
Uterus	1.7503484284108	0	0	0	0	0	0
Whole_Blood	1.02313256052343	0	0	0	0	0	5.63815331144756
