1	2	3	4	5	6
Adrenal_Gland	1.793545962319	0	0	0	0	0
Brain_Amygdala	1.4211425762154	0	0	0	1.55011547567279	0
Brain_Caudate_basal_ganglia	1.45452060474389	0	0	0	2.08476577436156	0
Brain_Cerebellar_Hemisphere	1.48133077042673	0	0	0	2.10360326086503	0
Brain_Cortex	1.53402095360636	0	0	0	2.39916131802676	0
Brain_Hippocampus	1.33138004339202	0	0	0	1.60161534851984	0
Brain_Putamen_basal_ganglia	1.50871268288224	0	0	0	1.96263131483368	0
Brain_Spinal_cord_cervical_c-1	1.68169988878664	0	0	0	0.901370500617444	0
Colon_Transverse	1.64380437925997	0	0	0	0	0
Esophagus_Mucosa	1.77316276160072	0	5.14831614341078	0	0	0
Esophagus_Muscularis	1.83310596460729	0	0	3.59701485787124	0	0
Heart_Atrial_Appendage	1.85271801962122	0	0	1.43510871511759	0	0
Lung	1.77491559577466	0	0	0	0	0
Minor_Salivary_Gland	1.82093281079329	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.64318440943374	0	0	0	0	4.63170683564698
Skin_Sun_Exposed_Lower_leg	1.65941035324561	0	0	0	0	4.81754480915028
Small_Intestine_Terminal_Ileum	1.54919892333261	0	0	0	0	0
Spleen	2.07596507097401	0	0	0	0	0
Uterus	1.77345081682059	0	0	0	0	0
Whole_Blood	1.04689147751819	5.67811329868631	0	0	0	0
