1	2	3	4	5	6
Adrenal_Gland	1.79875016033678	0	0	0	0	0
Brain_Amygdala	1.42877887546272	0	0	1.54244698982532	0	0
Brain_Caudate_basal_ganglia	1.46364997057919	0	0	2.07382130729897	0	0
Brain_Cerebellar_Hemisphere	1.49054350065016	0	0	2.09347977631027	0	0
Brain_Cortex	1.54385407382084	0	0	2.38788246219456	0	0
Brain_Hippocampus	1.33884573934521	0	0	1.59391369842317	0	0
Brain_Putamen_basal_ganglia	1.51795645030776	0	0	1.95103960900977	0	0
Brain_Spinal_cord_cervical_c-1	1.68831451127051	0	0	0.897214265736753	0	0
Colon_Transverse	1.64822355104138	0	0	0	0	0
Esophagus_Mucosa	1.77326755812374	0	0	0	5.16841271390008	0
Esophagus_Muscularis	1.8557585177837	3.57639066468566	0	0	0	0
Heart_Atrial_Appendage	1.86500420077176	1.41515089410743	0	0	0	0
Lung	1.77984873593947	0	0	0	0	0
Minor_Salivary_Gland	1.82598325009005	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.65970045461664	0	0	0	0	4.55698174219385
Skin_Sun_Exposed_Lower_leg	1.67653610324845	0	0	0	0	4.73660150758782
Small_Intestine_Terminal_Ileum	1.5529954314111	0	0	0	0	0
Spleen	2.0815812861137	0	0	0	0	0
Uterus	1.77834567873566	0	0	0	0	0
Whole_Blood	1.05498762379932	0	5.82869590104987	0	0	0
