1	2	3	4	5	6	7	8
Adrenal_Gland	1.88888260845502	0	0	0	0	0	0	0
Brain_Amygdala	1.81150144265048	0	0	0	0	0	0	0
Brain_Caudate_basal_ganglia	1.90209309782227	0	0	0	0.24897269839179	0	0	0
Brain_Cerebellar_Hemisphere	1.95706602049114	0	0	0	0	0	0	0
Brain_Cortex	2.02510227660094	0	0	0	0.507533422173948	0	0	0
Brain_Hippocampus	1.69881952614406	0	0	0	0.114845755714011	0	0	0
Brain_Putamen_basal_ganglia	1.95388874055293	0	0	0	0.163680698421535	0	0	0
Brain_Spinal_cord_cervical_c-1	1.94300706525986	0	0	0	0	0	0	0
Colon_Transverse	1.66751820987736	3.96025802201062	0	0	0	0	0	0
Esophagus_Mucosa	1.84337113394445	0	5.81290531128869	0	0	0	0	0
Esophagus_Muscularis	1.91926400476004	0	0	0	0	0	0	3.33102963589285
Heart_Atrial_Appendage	1.89379624138391	0	0	0	0	0	0	2.43041879624945
Lung	1.6594118399494	0	0	0	0	4.94376904812349	0	0
Minor_Salivary_Gland	1.87737646426333	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.60389985036938	0	0	5.1246716398284	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.63448039128195	0	0	5.15563692803655	0	0	0	0
Small_Intestine_Terminal_Ileum	1.52142127550936	0	0	0	0	0	0	0
Spleen	2.12787369212909	0	0	0	0	0	0	0
Uterus	1.83612450892038	0	0	0	0	0	0	0
Whole_Blood	1.05554743241921	0	0	0	0	0	6.44982662626642	0
