1	2	3	4	5	6
Adrenal_Gland	1.85048460316501	0	0	0	0	0
Brain_Amygdala	1.42823643111185	0	0	0	1.60625970434025	0
Brain_Caudate_basal_ganglia	1.45451596453411	0	0	0	2.1514916349441	0
Brain_Cerebellar_Hemisphere	1.48426516647891	0	0	0	2.1553321455627	0
Brain_Cortex	1.53200683420735	0	0	0	2.46660664972863	0
Brain_Hippocampus	1.33723661647314	0	0	0	1.65382683380977	0
Brain_Putamen_basal_ganglia	1.51183630270643	0	0	0	2.03150916544323	0
Brain_Spinal_cord_cervical_c-1	1.70903830524756	0	0	0	0.945427714723607	0
Colon_Transverse	1.6975345417962	0	0	0	0	0
Esophagus_Mucosa	1.84536990473654	0	0	5.00633830961753	0	0
Esophagus_Muscularis	1.89528878836328	3.58552719190882	0	0	0	0
Heart_Atrial_Appendage	1.91355934975309	1.4259639991743	0	0	0	0
Lung	1.83304877799553	0	0	0	0	0
Minor_Salivary_Gland	1.87856350994379	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.7221541265875	0	0	0	0	4.54018595501941
Skin_Sun_Exposed_Lower_leg	1.74002015995963	0	0	0	0	4.72009392814277
Small_Intestine_Terminal_Ileum	1.59846276775664	0	0	0	0	0
Spleen	2.14368346698098	0	0	0	0	0
Uterus	1.8276718125702	0	0	0	0	0
Whole_Blood	1.10437461782649	0	5.71591847129679	0	0	0
