"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"
0.232597505747037	-0.100036345310905	-0.171411296734552	0.0353732620707375	-0.0649521321383525	-0.0267895262653712	0.000678639564519746	-0.127133486773833	-0.473964898621653	0.027455712861281	0.059079860529562	-0.086560585221266	0.191034429337704	-0.0720360440893629	-0.0580334743854915	-0.101632792114643	-0.0897414120230635	-0.100053062979003	-0.00108648676587306	-0.267726574050266	-0.103949567365635	-0.00199756442484649	-0.000797232023206145
0.192462717575167	-0.0633302495540186	-0.124249599838415	0.072933034898848	-0.0399648926939965	-0.0262806920689521	0.0147716252083143	-0.0789856254704911	-0.298135705772168	0.0284781160958393	0.109390985113245	-0.0511323922438235	0.219016126918399	0.0256935978921468	0.0152831152084723	0.0309927345115952	-0.00924946400391551	-0.0426189939756772	0.00232627208225438	-0.104982343188467	-0.0872759985275788	-0.00018423765575689	8.11818390084647e-05
0.11309499694631	0.0103554373500107	-0.0294530397361839	0.0224125285442103	0.0244221899564324	0.00895117587457865	0.0163016232086096	0.00676684656975233	6.89720836252333e-05	0.0335627772144042	0.0551624522987416	0.0395931866432263	0.0570351255598412	0.00829373312118671	0.000162620708734086	0.0033249689543981	0.96409768768822	0.00141335380335506	0.00115727821448226	0.0341067706519038	0.000621072031314225	0.000863813486789776	-0.00146185112500685
0.178967609675768	-0.0227926716030061	-0.133468248537521	0.0344749364589243	-0.0278458654958576	-0.0261532296209598	0.0474122731173012	-0.08936991580466	0.120263413028517	0.0115608708965324	-0.579608047675522	-0.0252631280648447	0.0302872628462241	0.00388873347828627	-0.0225058148725034	0.0210275372682244	0.0179321104941732	-0.000333716557255509	-0.000215484811362252	0.0680199530730008	-0.00126177161771951	-0.049037375468117	-0.000289553125082291
0.114400803136463	-0.0182622369865444	-0.0878481953601685	0.0253207334838071	-0.0266620077089419	-0.0171183504621657	0.0111570010579595	-0.0538544655276872	0.00998717985898276	0.0162639712091979	-0.211449743135808	-0.0240562875744017	0.0172494926170756	0.00804632012448094	0.000129112579554634	-0.0137927971956512	-0.00179408934540733	-7.97145176585127e-05	7.33232794296883e-05	0.0116333224192838	-0.00173465664585314	0.00164282209732831	0.00957387044719135
0.222436737525994	-0.0323140283546262	-0.20216478172689	0.0120875689862179	-0.0385085331266112	-0.0306074572207495	-0.000694903479230797	-0.12696011914021	0.135082602188335	0.0163996704670083	-0.695665374950949	-0.0395741134025699	0.0170491697369519	-0.092012183826653	-0.0599657701684325	-0.0945728065703425	-0.0511803906578844	-0.122158161038113	-0.00073022283201808	-0.11292133759233	-0.00167031672414136	0.00118769767250283	-0.0733535356699263
0.0654858011235218	0.191291673915444	0.0683133241403963	-0.000382777555793094	0.0135811545453039	-0.00595566111349788	0.00416061572390489	-0.00870289138497603	-0.00446447136484639	0.0839733933211414	0.0012679110347383	-0.00661151538500061	0.00709564299575548	-0.0111783660591838	-0.000604361451731953	0.00197939757088665	0.00433799156188582	-0.000122702555997288	5.67299498907273e-05	-0.042507203802592	0.000901764087087559	0.0705538028051266	-0.00100922848843634
0.0752950410572618	0.232776957945157	0.0790074819966182	-0.00399786494743952	0.025153270965551	-0.0116404645928999	-0.00037418672781745	-0.0134234055719332	-0.00394156092841905	0.0729254342291782	0.000313562642089688	-0.00553327836795014	0.0120426268907562	-0.0090139513717203	-0.00184108568362995	-0.010438017592605	0.0120459310642599	-0.00096690751854591	0.00114565720140534	-0.0592631343462078	-0.000246078819841289	-0.215925984720291	-0.000258439862330163
0.0983069544442235	0.287823456948898	0.0990325124510877	-0.00157237733042631	0.0215420624483068	-0.0071753121192465	0.00260940987183567	-0.00448742954463464	-0.00399081541780696	0.109271942386181	0.00039710882212547	-0.00165696257064971	0.00702512745635618	-0.00846216690243149	0.00032615535970952	0.000399187108848826	-0.0460894023516147	-0.000388277712011958	-2.24791792128173e-05	-0.0576898615054707	5.68078981819779e-05	0.118308517747416	0.000194910240422887
0.0911664223094002	0.222451141365215	0.0746404538019498	-0.00209737524105672	-0.0146949791008378	-0.00881780114535443	-0.00467282018972187	-0.00545024166069199	-0.000591348081655501	-0.641912058800677	0.0026367857921629	-0.00148205004033404	0.0197847925779083	-0.00511051291582634	-0.000880506375155694	-0.0262401866384167	-0.0105336244284823	-0.000569313997733549	0.000179954172580443	0.00418538971443791	6.74378628932205e-05	-0.00610917290208815	-0.00271293809725706
0.104794353215527	0.24625506482374	0.0753267697282568	-0.00330813505661484	-0.0278745275007106	-0.00703777528408814	0.000103244010111422	-0.000698223458414515	-0.00218399552273862	-0.716423500008101	0.00804782424950527	-0.00376368712380328	-0.00199698286089134	0.00223843121094562	7.82033322660678e-05	-0.0247100936411756	-0.0155353787521121	0.000246107829570872	-0.00076378976231092	0.0127794172842949	-0.00016065101121914	0.000778684561335754	0.000245500717067904
0.104174984293353	0.315859108855704	0.105076592774709	-0.00364536935012511	0.0147938848752351	-0.0141371740652827	-5.36603306368279e-05	-0.0113219065117063	0.000130184789339466	0.0500120369059382	-0.000726990234387834	-0.0090605658075581	-0.000990228067630943	-0.0202444690026939	0.000341959463554439	-0.00220982315247771	-0.0100769510593699	0.0013965637060059	-0.00222409300610923	-0.063475125596493	-8.7621991835704e-05	-0.445902815951672	0.00272553100622252
