K	alpha1	lambda1	coph	correlation	nfactor	optimal_run	optimal_obj
10	50	80	0.943196575127522	3.35118381362807	9.26666666666667	4	44788.9556025384
19	100	40	0.943452056044732	3.39885360025228	9.63333333333333	9	44466.3558686328
12	100	70	0.94349066429798	3.08577154935645	7.63333333333333	13	52943.2443685652
13	90	40	0.94380157400143	3.42148845669277	9.76666666666667	11	42968.398710885
12	70	20	0.944032418183841	3.67607020977072	11.8333333333333	10	31517.8297308171
19	50	100	0.944195823252914	3.4784110087171	9.86666666666667	26	47123.4434246217
12	40	20	0.944301084962518	3.64735089515701	12	12	27372.8141694054
18	50	90	0.944341054829619	3.48814431511398	9.9	24	46066.5455463071
11	50	20	0.944705410202192	3.51632102034508	10.9666666666667	11	30271.0363544119
19	50	70	0.944767428314425	3.65538198222059	11.0666666666667	29	41218.6106983077
20	70	60	0.944806625340322	3.49907911039141	10.1666666666667	27	44702.7683453094
20	60	70	0.944973629710134	3.54518450554607	10.3	11	44984.4206120474
18	50	30	0.944973884987159	4.10815231851789	14.7333333333333	21	28903.2303100149
12	20	20	0.945167593907362	3.6589101011297	12	23	23553.6149408312
11	50	60	0.945196221283306	3.48927177605216	10.1	13	40602.6892561953
10	90	30	0.945595917273905	3.39476816361156	9.5	26	40399.9762211393
12	20	100	0.945739044222552	3.79429248952895	11.8666666666667	9	35177.5656236864
10	40	60	0.945904973982592	3.45648136868401	9.86666666666667	17	39301.0094219176
10	30	70	0.945942665336515	3.45402099381254	9.96666666666667	17	37923.3649841817
19	60	80	0.946041348293562	3.48989059936477	10	4	46642.4566424848
19	40	50	0.946099975653092	3.99707834073502	13.6333333333333	4	32867.4719216994
12	70	80	0.946122291594538	3.25702877731612	8.53333333333333	24	49380.3518570912
15	30	70	0.946159420780661	3.89879566345779	12.9333333333333	16	33270.6175062503
13	90	10	0.946175096063604	3.72205716419808	12.4333333333333	1	26788.9506287065
17	50	90	0.94631650352401	3.49644007904091	9.96666666666667	29	46195.2828844808
10	80	70	0.946506724992193	3.16824290297158	8.1	27	49762.5160442605
17	70	50	0.946565289563517	3.53486777347715	10.4666666666667	1	42253.8110707188
19	60	60	0.946690425887415	3.59386924944652	10.6666666666667	9	42219.3200566177
12	100	20	0.946814015021068	3.56072787454299	10.5	26	35351.3353749594
10	70	30	0.946826350940564	3.39127617306158	9.76666666666667	15	37644.4137171121
18	60	70	0.946911601473299	3.52578592697196	10.2333333333333	27	45022.3974354732
14	30	60	0.947032378676757	3.9297429766071	13.1666666666667	2	32371.8596989944
15	40	100	0.947428966924832	3.58009269754016	10.3666666666667	2	44032.3069443638
10	60	40	0.947517192610291	3.41343704423773	9.8	11	39046.1662491246
11	80	10	0.947570287359502	3.50826622994405	10.9666666666667	28	28806.7469455283
16	30	70	0.947717536724427	3.97102179684215	13.3	12	33986.1316215464
11	30	100	0.947915374049726	3.59189865205547	10.4333333333333	30	40625.8941611452
10	30	80	0.948026577470224	3.44440333563953	9.83333333333333	24	39085.9773098305
11	80	30	0.948281833620279	3.49821571386795	10.2666666666667	9	38374.6486421827
17	60	70	0.948578316036152	3.54763972640633	10.3333333333333	22	44152.4671221052
14	60	60	0.94862868867514	3.5724919033464	10.5666666666667	25	43105.6251207023
17	50	80	0.94867217659854	3.57875954953375	10.6	6	43430.1302693434
10	100	40	0.948722804636183	3.22275119040182	8.5	20	45878.6053138884
14	100	30	0.949009970818211	3.55389963576008	10.4333333333333	22	39803.5213606737
13	30	70	0.949184357927706	3.80374918981777	12.1666666666667	3	34944.857287335
12	30	30	0.949484359640396	3.69195566351039	12	17	28305.0328804656
20	90	40	0.949557312252745	3.52723288991555	10.3333333333333	18	43072.1201020419
14	70	50	0.949830911330468	3.533670644644	10.4333333333333	29	42772.6382858407
10	50	20	0.950159253438871	3.37474142119039	10	4	31924.9292406742
14	40	90	0.950389907405981	3.63922159264094	10.8	27	43025.9396394945
17	80	20	0.950679903329341	3.96190970876024	13.5	18	30413.1699557971
10	90	10	0.950704998827168	3.36889632679825	10	3	31131.6323907353
11	70	40	0.950890318778112	3.50413741429426	10.3	14	39944.2914566091
18	90	40	0.950998276169007	3.5051547437446	10.3	4	42476.834635787
11	30	70	0.951054687811641	3.60292369376277	10.8333333333333	26	36893.1018664434
14	60	80	0.951155265701811	3.42771230631436	9.56666666666667	9	47042.5181784461
19	70	60	0.951509432655987	3.52055324544562	10.2666666666667	13	44853.1215333292
14	50	70	0.951513392822212	3.61633637083493	10.9	6	41712.6588182074
15	100	30	0.951620968780563	3.52538868582453	10.3666666666667	20	40841.3301918148
15	90	40	0.951718654672061	3.49898592172815	10.1666666666667	29	42822.8905280098
10	60	50	0.951820839592723	3.38219466840457	9.5	22	41414.0178721452
10	40	100	0.951860480221806	3.34962411925114	9.06666666666667	5	44953.0886728458
10	20	100	0.952110802467639	3.47035523861845	9.93333333333333	13	37431.576606202
20	60	60	0.952216469460525	3.62523527080444	10.9	11	41969.6177510888
16	20	100	0.952910650394103	4.07175505251931	13.7666666666667	19	32832.3973154254
19	100	10	0.953123780498172	3.97945123581557	14.3333333333333	3	24954.8440755061
16	50	70	0.953519865669217	3.61575933631764	10.8333333333333	13	42138.4728519346
14	60	30	0.953804045327156	3.77485226320692	12.2666666666667	1	33444.2640951808
12	30	70	0.953914602032392	3.74594011120896	11.7666666666667	12	35619.0669052709
17	40	50	0.954198172596853	3.94941833609704	13.3333333333333	17	32722.1146809177
18	100	40	0.954443661457878	3.42559592672689	9.76666666666667	21	44432.4322707943
17	100	90	0.954542143094124	2.92281031312367	6.73333333333333	7	56978.8392430284
19	70	50	0.954597024921726	3.55328672791518	10.5666666666667	13	42566.7029957442
15	70	50	0.955439426734189	3.57147623386082	10.6666666666667	22	41770.4375917431
11	70	20	0.955739557276347	3.53082722361986	10.9565217391304	19	32690.3292868351
18	80	20	0.955746883095953	4.00781576652111	13.9	20	29779.7422783409
18	50	100	0.9557767079286	3.40402791969048	9.4	5	47548.5167817661
16	30	80	0.955858427980754	3.921976408617	12.7666666666667	9	35687.0328378754
18	50	80	0.955930555087394	3.54972866151289	10.4	10	44284.9843017998
17	50	70	0.956035674837375	3.65700527146509	11.0333333333333	4	41614.952177821
16	40	80	0.956187149951157	3.69402427316975	11.4	26	40588.2885213961
15	40	90	0.956267042647172	3.6634212220587	11.0333333333333	28	42705.3735315386
18	40	90	0.956749417550903	3.68861379356203	11.0666666666667	20	42510.0518893661
20	40	100	0.956760184688603	3.6169343216159	10.7333333333333	20	44389.51863871
12	30	90	0.956892699820184	3.69861519027678	11.2666666666667	3	38519.9938036556
11	50	10	0.956981099505576	3.50246286159059	11	21	26209.7795260031
18	70	50	0.957298661253809	3.5517663950566	10.5333333333333	25	42116.4955648537
14	50	30	0.957587355326345	3.87926763328382	13.0333333333333	21	30566.6095517119
15	50	70	0.957606081506226	3.57630970973693	10.6333333333333	12	41197.063611563
10	20	90	0.957619650564547	3.47610556873985	10	8	36498.4861511035
11	20	90	0.957736179116761	3.62703323676907	10.9666666666667	5	35412.836044233
14	40	50	0.957752418310169	3.84217413309335	12.6	14	33527.0108716009
16	70	50	0.95823097186712	3.56063506231045	10.6333333333333	27	42109.3616054007
10	40	40	0.958318488801948	3.44155400602325	10	9	35456.3331726584
15	80	20	0.958321370770886	3.82058948024204	12.5666666666667	12	30530.8906800858
20	50	100	0.958449464054956	3.46513260656456	9.76666666666667	13	47402.8914613683
11	40	70	0.958479233802618	3.54830417798284	10.3333333333333	30	40061.1333988737
10	60	20	0.958583077041531	3.36778661297138	9.96666666666667	3	33040.8097827575
19	80	20	0.95864436027908	3.98110127436767	13.6666666666667	22	29830.5042797396
12	80	40	0.958726616089517	3.45937590601582	10	18	41152.875756549
10	70	20	0.95884139780609	3.39108397625136	10	3	34136.9946944255
14	30	80	0.958942403047391	3.82399913853485	12.3	18	35415.9560014746
15	50	80	0.95896311320512	3.51520105138287	10.1666666666667	28	43689.2442675457
10	50	50	0.959079507446081	3.4157422126122	9.76666666666667	20	39534.8130574809
20	50	80	0.959403868102884	3.60687022040257	10.6666666666667	25	44193.1128722542
11	90	30	0.959430698368732	3.46019562622486	10.0666666666667	25	39691.1889021014
19	50	80	0.959443187466207	3.55005711072588	10.3666666666667	4	43992.8310752905
16	40	70	0.959602238312302	3.79168976649857	11.9	2	37607.5772891441
15	30	100	0.959669719711933	3.78526844303394	11.7	15	39010.5209067754
10	80	30	0.959789767591243	3.40087433761312	9.76666666666667	18	39100.2336602665
20	70	50	0.959862302850417	3.60442685451199	10.7666666666667	30	42169.2710801218
16	50	80	0.960069158677892	3.56809837685347	10.4333333333333	28	44440.6542861622
11	70	30	0.960232227036201	3.54493479452416	10.6	19	36755.0750018651
14	30	70	0.960251400305531	3.87914397766204	12.6666666666667	21	33982.4016150236
14	80	40	0.960284007587228	3.56442379812322	10.6	30	41654.09842911
11	10	90	0.960345975419723	3.70063968638094	11	11	30286.7797290509
12	70	40	0.960376004134743	3.53052246224634	10.4666666666667	20	39487.8532724426
18	60	50	0.960455239365118	3.69233932551965	11.3333333333333	30	39923.4314665172
12	10	70	0.960569792114247	3.79412352751347	12	29	26924.4166429063
12	10	60	0.96063222699973	3.76320696690937	12	20	26060.7096805572
18	60	30	0.96068819512164	3.95315295105047	13.5	4	31618.0200656399
12	90	30	0.960711542442158	3.44666642416939	10.0333333333333	10	39303.9654653937
12	10	40	0.960807153455806	3.76375618385685	12	28	23467.7132204042
12	20	60	0.960959815622212	3.76573426719147	12	12	30664.6364186417
10	60	30	0.961210994201176	3.39913143904664	9.83333333333333	6	36355.2299499762
16	30	90	0.961242210406473	3.84025335719873	12.2	15	37682.5466351424
18	40	30	0.961733323621186	4.28019672838761	16.0333333333333	24	25691.3300024456
15	50	90	0.96193178995258	3.45483737118048	9.76666666666667	27	45931.3568138682
18	40	50	0.961997695537964	4.0119352885055	13.8	7	32701.5326662588
16	70	10	0.962051672067798	4.08020032481106	15.4166666666667	2	21031.056754951
12	40	70	0.962329229755922	3.64835553222607	11.0666666666667	2	39234.4720933479
15	80	40	0.962488088524481	3.56173938356006	10.6	6	41129.7383358161
10	50	30	0.962782201326659	3.42930725151525	9.96666666666667	2	34876.1849753991
17	60	50	0.962801007991927	3.63646645460062	11.0333333333333	29	39083.5573850137
11	40	10	0.962809566767926	3.49879367693268	11	17	25217.035527184
19	30	80	0.962954534114401	3.94909688547445	13.1333333333333	2	35609.6507266782
19	60	30	0.963019651664746	3.95154509215934	13.4666666666667	29	31684.9106131093
17	80	10	0.963106787200735	4.05173892768844	15.1111111111111	5	22167.9367713381
11	30	80	0.963134442972679	3.59613101707891	10.7	7	38165.6412122847
18	100	10	0.963241562639868	3.91651433241121	13.9	10	24409.4786442894
16	40	100	0.963286959520822	3.57920775162813	10.5	15	43968.6233975722
10	20	70	0.963319189224318	3.47598216473003	10	11	34585.4883244856
10	50	10	0.963450003660768	3.35648567044608	10	16	28059.5331866186
17	40	90	0.96359844464154	3.64014404192182	10.9	10	42170.5855972595
18	60	60	0.963868320625123	3.6620617889712	11.0666666666667	28	42540.014480162
12	80	20	0.964343213205687	3.65533081087111	11.4	16	32673.570114682
19	90	40	0.964528664692223	3.51383594819879	10.2666666666667	7	43092.4618369423
14	80	10	0.964602115497703	3.84086034945709	13.3666666666667	4	24570.599297185
11	50	50	0.964831913506725	3.50199656666367	10.2666666666667	7	38873.418193536
14	70	40	0.964932396145073	3.62993187183008	11.0666666666667	26	39427.5819999038
18	50	70	0.965004861256242	3.63081812727888	10.9666666666667	28	42126.1321001111
12	30	80	0.965078816536196	3.709779273411	11.4666666666667	8	36987.0505817915
16	50	60	0.965134213249175	3.70021291428021	11.3333333333333	11	39712.368622117
12	50	60	0.965191269851807	3.55125188788159	10.5333333333333	21	39799.648356893
15	30	80	0.965239678132398	3.87022162836504	12.4666666666667	21	36069.3125259391
12	60	20	0.965293863729908	3.66917386018554	11.8666666666667	13	30192.236048524
15	90	10	0.965353692876915	3.87917288121431	13.6	27	24413.5866329104
12	10	100	0.965372273153883	3.84421897031297	12	24	29556.6463765816
18	100	30	0.965480771058024	3.5908579922166	10.7666666666667	5	40124.4079395566
12	40	30	0.965489111768602	3.7044735286599	11.9666666666667	23	30665.0233601697
16	60	20	0.965491741595117	3.98330178362666	14.4	18	25456.1234972282
17	60	60	0.965571921933467	3.57373022831514	10.6333333333333	5	42457.9736916228
15	40	80	0.965586241093757	3.68831888028739	11.2	26	40622.1638034374
10	30	50	0.965802652159953	3.4270361985693	10	20	35004.1090755515
17	40	100	0.96587349663688	3.63377094936272	10.7666666666667	27	43499.3245698839
18	30	80	0.965898984686879	3.9566131139313	13.2666666666667	13	35047.5145272538
10	50	40	0.965998582293175	3.43495699187982	9.96666666666667	16	37342.1353281971
17	90	10	0.96614974644577	3.97080228372852	14.4	1	23041.4586792077
19	40	80	0.966458866574075	3.75408352366269	11.7666666666667	1	39712.6073976476
16	60	30	0.966654757596334	3.91403044192768	13.2666666666667	29	32432.9744969078
20	60	30	0.966669471989687	3.9675698685876	13.6	13	31658.329573645
10	10	100	0.966878543171617	3.52378535073066	10	18	32325.7353940543
11	40	50	0.966885935808145	3.5755269570299	10.8666666666667	30	36464.243229113
20	30	80	0.967060984448936	3.96677432354834	13.1333333333333	25	34916.944393261
17	10	100	0.967115975081205	4.4514789897635	16.5333333333333	27	24380.1353144302
17	40	80	0.967126184873591	3.75802715833686	11.6333333333333	20	39892.9682437279
12	30	100	0.967359417936163	3.64126523623561	10.9333333333333	27	40091.906799272
12	20	90	0.967585435324438	3.7857006705302	11.9666666666667	19	34392.16318605
11	90	20	0.967586451207269	3.53135690381848	10.5	22	34840.3360987869
12	50	30	0.967598706554859	3.71554711771666	11.8666666666667	13	32612.9617581408
11	30	50	0.967632675099287	3.59592029537765	11	22	33770.0756911628
20	50	70	0.967817192565147	3.67994629607194	11.1666666666667	19	41896.6958610257
10	10	70	0.967954498528544	3.49141385206637	10	21	30143.6623859919
20	10	10	0.968134615148054	4.68436711263017	20	5	6581.95272215315
19	40	60	0.968269437257072	3.86065359414571	12.6333333333333	25	35088.4705574423
10	30	60	0.968273463682689	3.44517075442504	9.93333333333333	22	36560.2339070833
16	100	10	0.968464742611316	3.90702708887971	13.8	7	25430.9926664893
11	50	40	0.968534407716183	3.57854354372453	10.8666666666667	26	36267.7065787705
17	80	40	0.968594637756286	3.58807376787069	10.7333333333333	21	40988.69229474
17	30	100	0.968639080650692	3.83992741654669	12.2666666666667	27	39109.2660059787
11	20	40	0.968791627785933	3.58765826901459	11	21	29053.1066993595
12	50	50	0.968864938375167	3.62990331895158	11	10	38030.6366966787
14	10	90	0.969230277450732	4.10494012121242	14	3	26482.5790142555
11	30	10	0.969558155929285	3.50540355693016	11	10	24041.0925169225
12	60	50	0.969576788967967	3.53404492533898	10.4333333333333	25	40673.783783886
20	80	40	0.969587524425552	3.60493863024676	10.8333333333333	28	40854.8383893584
11	30	90	0.969821436001865	3.57728059258804	10.5333333333333	21	39173.8893829264
10	20	80	0.969860551796073	3.48351883992188	10	28	35608.3247534899
11	30	30	0.969996469301201	3.55696799035662	11	13	29667.7721891793
17	50	20	0.970133999740683	4.1493663156722	15.8333333333333	2	23030.3872290191
11	60	30	0.970329290609784	3.56222374334862	10.8	5	35297.3083197692
14	60	50	0.970416284041419	3.64933485705748	11.1	30	39933.5215590549
13	80	40	0.970474466436402	3.53051575101486	10.5	4	41138.572973606
19	20	60	0.970517131410353	4.33013757282698	16.3333333333333	21	25252.7326985346
16	30	100	0.970611403108623	3.80509946183527	12.0333333333333	15	39235.819829496
11	60	40	0.970672557431096	3.49689645011357	10.3666666666667	28	38071.3957413369
15	50	60	0.970720454089543	3.72284714784391	11.5666666666667	23	39491.1893974007
17	30	70	0.970720704478654	4.04404345543011	13.8333333333333	4	33265.18271308
17	40	70	0.970743449326712	3.82923005241469	12.1666666666667	21	37594.8244019468
12	40	50	0.970867619037161	3.69008002665406	11.6	5	35349.1647254461
16	100	30	0.970888154743177	3.55611185590895	10.5333333333333	16	40362.251881674
17	40	60	0.970988164475876	3.91043904060508	12.8333333333333	29	35687.5527811963
12	10	80	0.970999594669514	3.81530409790551	12	5	28013.4919974646
18	50	60	0.971093325442367	3.73952223449886	11.7	16	38943.3633369182
20	30	40	0.971189064910697	4.34140129108424	16.3333333333333	23	25271.7509832892
19	90	20	0.97119564806693	3.87981356413135	12.8	21	32214.5743522558
12	40	40	0.971262770187768	3.71482824163751	11.8333333333333	30	33447.9094351228
17	50	60	0.971300997837254	3.70906358776189	11.4666666666667	27	39711.4345782488
15	20	90	0.971366631995949	4.05200658474798	13.8333333333333	11	31467.6986600887
10	20	40	0.971389751024651	3.45353149729997	10	21	30716.8276045462
14	40	100	0.971442473481913	3.58644719647337	10.4666666666667	6	43766.7695572216
14	50	60	0.971511296111367	3.7174171377415	11.5	4	39897.8374624034
11	70	10	0.971607338275501	3.50346708847953	11	10	27978.6377477174
16	40	50	0.971621755079151	3.88749909066152	12.9666666666667	3	33526.1514034583
10	30	40	0.97175110269542	3.42413126980231	10	21	33310.6717070274
10	20	50	0.97182162793558	3.43685639737058	10	17	32187.3101877113
13	90	30	0.971926122264231	3.53275702234129	10.5	27	38926.0604274569
10	20	60	0.972212654065341	3.45878191707868	10	1	33289.8712507613
10	40	20	0.972344900809145	3.36754144325832	10	19	30462.8636842957
16	50	40	0.972384957951224	3.87568619686153	12.9333333333333	28	33563.6225145198
10	40	30	0.972402441030227	3.41428288214446	10	30	33266.5602691524
20	40	70	0.972411968825604	3.80280517103942	12.1333333333333	17	37727.5377475859
20	100	10	0.972620622733153	4.04058612022553	14.9	11	23896.4410075988
18	80	40	0.97270882190266	3.64384258211731	11.1	12	41115.4127608748
11	60	10	0.972744663128798	3.50144788864602	11	13	27135.2231686857
19	20	80	0.972755965846775	4.23089930399182	15.2666666666667	17	28954.8805041383
14	100	20	0.972911114365229	3.70529174703338	11.3	25	35183.7766871681
12	40	10	0.973046238284892	3.63862429278897	12	25	23463.9208209166
13	60	50	0.9730905295571	3.62003434973741	10.9	4	39815.1076055399
12	30	40	0.973131273282782	3.73036852101173	12	30	30518.253111875
11	50	30	0.97313432886337	3.56888674504708	10.9666666666667	3	33523.8291458845
17	100	30	0.973226785005496	3.58453970064447	10.6	28	40329.48577878
14	30	100	0.973276585784186	3.7689044046281	11.5666666666667	2	39125.7795194508
10	40	50	0.973405983011545	3.43430611323324	9.96666666666667	23	37476.3996987646
18	40	60	0.973475608991569	3.84471001092242	12.4666666666667	5	35587.3118069828
12	30	10	0.973569137484408	3.63712692308905	12	2	22291.5348123459
12	80	30	0.973841302831195	3.56441132061948	10.7666666666667	4	37357.4312755301
14	60	40	0.973845070356149	3.73522755144152	11.6666666666667	22	36531.0215610405
19	100	30	0.973914947858295	3.61432539379974	10.8666666666667	15	39807.1713662257
20	70	20	0.973958871035246	4.10227160106862	14.8666666666667	22	27084.2970068911
13	100	20	0.973989930578266	3.62891642404628	11	9	35444.7048253485
15	60	50	0.974105296444621	3.65137697722361	11.1333333333333	24	39869.5991236581
17	20	100	0.974146507546794	4.09030178689734	14.1666666666667	6	32650.3708386415
12	20	40	0.974278835951858	3.73644301670163	12	26	27562.0693017303
15	40	70	0.974558200745789	3.75330864814358	11.6	5	38408.9922435311
13	90	20	0.974627770670255	3.65621150375694	11.3	22	34043.9665109999
18	50	20	0.974644063318209	4.19333882801273	16.1333333333333	11	23014.9498457032
19	50	60	0.974701387130953	3.7498189671753	11.8333333333333	21	39082.3640501928
11	40	60	0.97474688091253	3.58750481669967	10.8	27	38216.1557151121
10	70	10	0.974849964205802	3.35769718653192	10	1	29717.1048036816
11	20	60	0.974857244569591	3.61753952708185	11	20	32204.3706347057
17	60	40	0.974912475459208	3.78901802317437	12.1333333333333	27	36462.4061200125
15	90	30	0.974917253785735	3.57636044114589	10.7333333333333	10	38975.7929836852
19	30	90	0.975279402089785	3.89612720408623	12.5333333333333	5	37494.8631148614
20	50	60	0.975629019703432	3.80204560802364	12.0333333333333	12	39199.1163281013
10	80	10	0.975683315108026	3.37454271368337	9.96666666666667	3	30449.4479597194
14	30	90	0.975895479630834	3.74956957369969	11.6333333333333	28	37677.8091521096
16	80	40	0.975923958226491	3.57346966188789	10.7333333333333	9	40736.2617820731
18	40	70	0.976007441761222	3.80874045704589	11.9666666666667	2	38589.0618209249
18	40	80	0.976033188834035	3.72868233642266	11.5333333333333	29	40702.4941110581
12	90	20	0.976111815170711	3.6203288372416	11.1666666666667	14	34434.3791247846
19	40	70	0.976307699685983	3.82976841030984	12.1666666666667	14	37925.4789317811
10	30	30	0.976375481027789	3.41025873893336	10	3	31242.9955629287
10	30	10	0.976523103124064	3.35947453121326	10	25	25995.8853146449
20	10	30	0.976727242330365	4.66929888950643	20	14	11284.3285847684
14	40	30	0.97711056722891	3.94316468316129	13.7666666666667	4	28182.1014360915
12	20	70	0.977114405699028	3.77822955834299	12	6	31952.3892277986
14	40	70	0.977400296666794	3.76628546122094	11.6	5	38497.8504570258
15	30	30	0.977432268612036	4.11486902093669	14.9666666666667	25	24434.9992044034
20	100	20	0.977438340422936	3.81036797460455	12.1	12	34009.7911864096
16	10	100	0.977466244819877	4.33710209353441	15.7666666666667	18	24931.6296350211
20	40	80	0.977515517467269	3.74479588672487	11.6	14	40565.2081575823
10	60	10	0.9776077360499	3.35744076168988	10	8	28908.3954885106
18	60	20	0.977688589259775	4.10071319860198	15.2666666666667	24	25458.8430592084
12	10	50	0.97770830644195	3.76734906759287	12	23	25069.4007860908
14	30	40	0.977709923203878	3.97477701699308	13.8	28	28226.6162350717
17	100	10	0.977847747322047	3.89333244383438	13.7	17	24239.5886015822
16	50	20	0.97791059113808	4.06718374783283	15.2	4	23880.31902364
19	80	40	0.978105725483681	3.63466328073492	11.1	3	41039.8859952979
12	10	10	0.978187634538189	3.72212205978188	12	17	18714.5462123534
14	30	30	0.978187946791569	3.96969030795003	13.9333333333333	14	25821.5463365097
15	80	10	0.978226592310786	3.91625796842262	14	13	23200.723692923
17	70	10	0.978343159338882	4.10483304248862	15.625	4	20264.8886281704
15	60	30	0.978437658484511	3.83263652302435	12.6666666666667	11	32407.3913093466
10	10	90	0.978534775378657	3.50908813234978	10	30	31613.4712767807
17	30	80	0.978588249380158	3.92734927092793	12.7	29	35687.601914856
12	20	30	0.978602382245226	3.68595078566122	12	4	25823.6908169641
12	10	30	0.978712898924839	3.72658273406212	12	6	22357.0466945831
18	90	20	0.978849167110972	3.87008972837617	12.8666666666667	16	31572.7473733242
11	30	40	0.978890328339715	3.57027409010909	11	6	31766.595631386
18	70	10	0.978922653763699	4.14280910442306	15.9333333333333	29	18968.7660908553
12	60	30	0.979005565455449	3.64711668693364	11.5	18	34133.8018792761
14	50	10	0.979074292032366	3.89115842957184	13.9666666666667	2	21543.1110659595
18	20	60	0.979095027683264	4.31021294572123	16.0333333333333	6	25663.2665455346
18	70	30	0.979114278385347	3.8781178782313	12.8333333333333	24	34181.2107386444
15	100	10	0.979145027273121	3.81177255857714	13.1	25	25436.4793190527
11	20	50	0.979169968149914	3.5853863921501	11	9	30512.9994017401
18	20	100	0.979232438634012	4.04072112026127	14	15	32673.8270108521
20	20	100	0.979303698008177	4.15263117024988	14.3666666666667	1	32243.0243511755
14	70	30	0.979351702992364	3.72658973059222	11.7	9	36058.5941342645
17	10	90	0.979405468788208	4.4748314405421	16.7	23	23074.9516025595
15	60	40	0.979437364365288	3.77444395058073	12.0333333333333	12	36679.9123023686
11	40	20	0.979524005646755	3.51444111975061	11	15	28703.1983040562
14	50	40	0.979596528266191	3.83737147599686	12.6	10	33467.9667976132
16	80	10	0.979599792399158	3.96384386224372	14.4	20	22552.219961142
17	90	30	0.979606511416369	3.67548959374194	11.3666666666667	19	38260.2194558901
18	60	40	0.979711784291829	3.79677154348506	12.2333333333333	13	35850.1373016494
12	10	20	0.979771116339222	3.73987575885399	12	5	20775.11307631
16	80	20	0.979787937772499	3.89833741932924	13.1666666666667	24	30578.961417619
18	90	10	0.97993517146837	4.02657627148096	14.9333333333333	7	22147.2230765388
16	90	10	0.979977658507592	3.89928785938254	13.8333333333333	20	24409.0593927172
17	20	50	0.979981239666966	4.34961626882982	16.4	21	23547.8319357754
12	60	40	0.980004701739887	3.60975308538296	10.9333333333333	15	37583.9109832198
16	60	40	0.9800346472157	3.77585180477961	12	16	36490.6394938886
18	80	10	0.980177829156175	4.05802524293901	15.2333333333333	17	21092.6529261992
20	100	30	0.980238931555205	3.63229864966255	11.1	25	40159.4809593104
15	90	20	0.980252443631568	3.79732583493916	12.1666666666667	8	33065.9308023564
20	20	90	0.980372121302622	4.1818998976151	14.6666666666667	2	31034.4061104721
16	10	90	0.98038753346795	4.33684539537172	15.8333333333333	11	23876.220950521
16	70	20	0.980418991113533	3.94026281136913	13.8333333333333	29	28112.069219629
11	10	100	0.980453820051751	3.69056372014579	11	14	30975.9888226452
19	60	50	0.980483409742321	3.69772639193909	11.4666666666667	18	39073.1967797998
12	70	30	0.980516307372146	3.63135665837622	11.1666666666667	8	35766.7379258866
11	10	50	0.98054700214258	3.64650176576661	11	24	26535.353322048
14	40	60	0.980596708431991	3.78448205263872	12.1333333333333	24	35592.1897663099
15	40	40	0.980757601095078	3.9574719068399	13.7333333333333	22	30952.3961695168
20	40	60	0.980764440830014	3.93635460358958	12.9333333333333	2	35826.4132797054
17	30	90	0.980808841314427	3.90451137239845	12.7333333333333	22	37109.567930718
11	20	30	0.980822184201714	3.57453427319796	11	9	27327.2627554808
19	20	100	0.980863892618439	4.07646774099521	14.0666666666667	19	32315.7671246684
12	40	60	0.980883858878651	3.65610240054961	11.2333333333333	23	37338.8295021343
19	60	40	0.980916444169863	3.81405460176034	12.3	7	35546.3646680565
18	50	40	0.981070174436593	3.89661285779462	13.1666666666667	6	33535.7571200852
15	70	40	0.981147583998506	3.67788412570018	11.3666666666667	5	39062.0477481722
20	40	90	0.981204707079439	3.72353364726949	11.4	30	42392.6504890786
15	30	90	0.981227439911807	3.82966399807166	12.1	22	37400.3225570707
19	40	40	0.981230971350573	4.0749909369934	14.4666666666667	23	29566.1859337487
16	30	60	0.981312049087696	4.02133545579328	13.7333333333333	24	30978.4505755249
20	30	90	0.981353133441091	3.92674272563427	12.7	11	37298.7655339027
20	60	40	0.981458146847405	3.82354648985025	12.3333333333333	7	35614.3942609689
14	40	40	0.981471458654758	3.92736214535843	13.3333333333333	18	31159.6270667615
16	70	40	0.981489204367249	3.66076553699155	11.3333333333333	21	39008.9565721232
20	30	20	0.981560899778774	4.54048228649519	19	29	15960.3921178974
16	60	10	0.981583831713337	4.09341332347994	15.5666666666667	5	19959.1174583171
19	30	70	0.981691684913329	4.01526526277652	13.7	19	34017.8364386274
15	50	10	0.981748302733595	4.0158958683777	14.9666666666667	20	20127.3915871331
20	30	100	0.98186479731104	3.85077944104389	12.1666666666667	29	38709.4541958715
16	50	50	0.98186563057676	3.74966454693363	11.9666666666667	16	36866.6188947351
16	20	90	0.981973322035144	4.13827454299301	14.1666666666667	15	31662.5598278598
19	30	100	0.982045609178773	3.89772156015403	12.5333333333333	4	39247.2784960589
20	30	70	0.982096942203361	4.05018479524616	13.9666666666667	25	33162.8383242401
19	50	20	0.982207189556758	4.25655194903574	16.6666666666667	3	22272.4689884885
16	50	10	0.982300158565154	4.12077386261387	15.8333333333333	19	18818.6454570462
20	60	50	0.982316422447235	3.70546627496509	11.5	21	39663.4947032208
10	10	80	0.982409500594038	3.51317965129273	10	16	30785.6757789815
18	20	90	0.982420083374327	4.16167120897733	14.5333333333333	11	31031.7564575394
10	10	60	0.982443513203413	3.49793283977663	10	21	29389.4254807231
18	90	30	0.982481505918761	3.67093204527658	11.3333333333333	7	38828.7264570792
15	40	60	0.982574976989052	3.83972543348411	12.4	8	36316.455583669
