K	alpha1	lambda1	coph	correlation	nfactor	optimal_run	optimal_obj
20	20	70	0.982597929730995	4.26732051231836	15.6666666666667	13	27308.2182912435
12	30	50	0.982665324203397	3.75542009839411	11.9666666666667	24	32743.8031038016
15	100	20	0.982723201654619	3.74664804959763	11.7	13	34779.8285957749
11	20	80	0.982781334299263	3.63010838574042	11	17	34482.1845235873
18	30	30	0.982801842324576	4.37596078343168	16.8666666666667	12	22041.5545699379
13	10	50	0.982803996663904	3.88034892929979	13	19	23273.4705387813
15	50	50	0.982812854622263	3.72570579277274	11.7333333333333	3	36990.6017531271
15	40	50	0.982875725731313	3.89772015713585	13.0666666666667	20	32732.8007055291
17	50	50	0.982949738440927	3.79105222910253	12.2	23	36559.8767810073
16	40	30	0.98295973842928	4.17155265434038	15.2333333333333	2	26031.2466166448
12	20	10	0.9829690006055	3.65524304597226	12	23	20778.9266776642
16	40	90	0.983022175187642	3.65308032024581	11.0666666666667	27	41667.1638612318
18	30	100	0.983035986758974	3.84787148840737	12.2666666666667	10	38837.4199597876
14	80	30	0.983132494611969	3.6386830780166	11.2	26	37357.7480831652
18	30	50	0.983219217551574	4.1697683298859	15	28	28852.2733291216
15	20	50	0.983381482957631	4.15253444291169	14.9666666666667	30	25418.6440335993
16	60	50	0.98344573617774	3.6700003665076	11.2333333333333	9	39290.3570111846
10	10	30	0.983524285360516	3.46867313546721	10	14	26181.4361201211
18	30	90	0.983616120199122	3.90344711748359	12.6	6	37079.2255384715
19	70	40	0.983919912519084	3.72907978971395	11.7333333333333	7	39099.6646650571
18	80	30	0.983955592652971	3.81847207396726	12.3	21	36576.8258310646
10	20	30	0.984036372463299	3.40977579411224	10	26	29044.3125323014
20	80	20	0.98419818264161	3.99566543335315	13.7333333333333	9	28822.7938197136
17	80	30	0.984198921397429	3.71686074161487	11.7	8	36428.9081959127
14	50	50	0.984232344809513	3.77023960882529	11.8666666666667	11	36863.2434348781
19	50	40	0.98423246604402	3.93328892345789	13.3333333333333	29	32502.2920395974
15	30	50	0.984405350921597	4.04534234229522	14.2	4	29282.3300831563
20	80	30	0.984436494325362	3.79108524899619	12.2333333333333	20	35755.6943020916
17	60	30	0.984542368420406	3.91733773018225	13.3333333333333	24	31677.5332451123
10	40	10	0.984568472830274	3.35537031423093	10	7	27109.0298384582
17	70	40	0.984597585876353	3.70547873822878	11.6	8	38434.5534471561
16	100	20	0.984804488844348	3.74017150198125	11.6333333333333	1	34007.657044604
18	10	90	0.984846453036114	4.50400197670939	17.1	22	22459.5343599191
14	70	10	0.984867450429975	3.86711556615501	13.7	17	23593.7771254224
20	90	30	0.984892509964577	3.76132760278825	11.9	11	37764.2502326416
16	40	60	0.984912503751018	3.86497993369557	12.6333333333333	8	35696.8863810632
12	20	50	0.984942485224238	3.74437193924854	12	25	29251.1262074977
17	100	20	0.984987295675215	3.82724872814962	12.1	14	34248.1012384903
17	90	20	0.985075766144279	3.8580296491167	12.6666666666667	28	32333.0656018953
14	60	20	0.985144105824452	3.86969040721827	13.5	7	27855.4983178329
15	50	40	0.985152194586561	3.88979010267273	12.9666666666667	20	33488.1350745098
17	20	90	0.985174588582407	4.13818662130755	14.3333333333333	25	31716.0283631183
15	80	30	0.985178876569769	3.72222966590805	11.7666666666667	19	36525.1063208982
10	10	50	0.985420634186307	3.48243995060985	10	28	28347.0985343929
19	30	40	0.985552488094442	4.24467764201855	15.7647058823529	9	25203.4277469624
15	20	100	0.985561548033626	4.00324350152799	13.5	6	33232.1681365692
15	40	30	0.985629895696325	4.12456689225472	14.8	15	27293.9430506207
18	50	10	0.985730079302024	4.30246360178784	17.4	25	16476.7967430195
19	10	50	0.985752048600141	4.66874000984919	18.9666666666667	29	15786.7598197457
17	20	60	0.985806056730584	4.30342914569482	15.7	16	25841.6615581562
13	10	60	0.985816271144919	3.94554795844078	13	11	24522.8385078007
19	40	30	0.985835020758233	4.27788695915332	15.9666666666667	22	25671.5643919522
17	30	60	0.985864789014162	4.08192702493001	14.3	22	31259.1593731033
17	50	10	0.985893504064344	4.2306674121693	16.7666666666667	22	17576.6396065848
11	20	70	0.985979015534991	3.63487245566989	11	26	33312.0863214983
18	30	40	0.985993727706753	4.3118075281624	16.1	5	25614.5983106654
16	50	30	0.986080137486513	4.00336161017952	14	21	29302.7903087713
15	30	60	0.986085033767052	4.01243615807816	13.6333333333333	10	31490.6716547326
16	90	30	0.986102891953562	3.6840105846025	11.4333333333333	1	38773.3164326402
15	60	20	0.986131612977482	3.95969213257871	14.1333333333333	22	26717.4276988829
19	90	30	0.986214436924154	3.72926416446879	11.6333333333333	13	38014.130257806
14	50	20	0.986239704237124	3.90799877055238	13.9	17	26183.556418382
16	80	30	0.986247973794169	3.74516953888611	11.7666666666667	20	37544.8325077689
19	40	90	0.986256569783979	3.74074939488091	11.5	30	42016.8390387978
10	20	10	0.986258329846269	3.37469652764867	10	22	24620.7563457975
17	30	40	0.986369313301903	4.22855641327797	15.6666666666667	12	25636.5578861881
16	90	20	0.986374892870742	3.80100729225074	12.2666666666667	2	32846.9421341607
10	30	20	0.98640949305772	3.37068816035626	10	4	28944.9772273539
17	40	10	0.986410241593608	4.25454494402676	17	19	16244.3965761961
19	60	10	0.986672160996718	4.30692046043297	17.2666666666667	5	17787.4267517865
20	40	30	0.986778536013887	4.24904651856007	15.8	4	25986.8270411832
19	50	30	0.986850715079808	4.11677278707503	14.7333333333333	28	28903.9251101928
18	40	20	0.986863649364878	4.3129879510081	17.1666666666667	14	20022.085907045
14	30	50	0.986909340393914	3.94480258719177	13.4333333333333	17	30367.6893669984
19	10	90	0.986963309847491	4.60191310234724	17.962962962963	24	21733.6674687048
15	70	20	0.987011272529853	3.87595047738928	13.3666666666667	2	28796.5143181275
20	90	10	0.987096264695957	4.04448104562398	15	9	22710.4140888496
17	70	30	0.987097762485945	3.79833896178728	12.3333333333333	1	34817.7130414566
19	20	90	0.987118129003631	4.18547195529871	14.7	15	31150.8275151325
20	50	40	0.987141596847709	3.9400135473768	13.3666666666667	2	32623.3597779041
17	30	20	0.987366679153142	4.26026503014148	16.8666666666667	21	18758.8980370266
15	20	80	0.987433643829339	4.07759981654759	14.1	8	30286.2925598945
18	10	60	0.987467453075026	4.59129235048202	17.8666666666667	19	18375.4427895267
20	40	40	0.987583724804605	4.11951095190182	14.7333333333333	16	29175.8242467956
18	70	40	0.987676823041165	3.72875868302874	11.7333333333333	11	38220.309284405
19	80	10	0.987851046068184	4.12667917032906	15.7333333333333	8	21109.761562698
17	40	20	0.987911088621075	4.21958192954348	16.5666666666667	2	20970.321456176
20	60	10	0.987972557646405	4.33924312581123	17.5333333333333	22	16832.1286471326
18	100	20	0.988034569629086	3.82976602365034	12.3666666666667	25	33200.5626225995
12	50	40	0.988165499919373	3.69062914872354	11.6	29	35583.1948036511
10	20	20	0.988260223312301	3.37745243038924	10	10	27140.8897307902
16	10	80	0.988307857000211	4.31602240314135	15.9	21	22678.6017883456
15	70	30	0.988317347865413	3.76873221788104	12.0666666666667	19	35172.8015885872
18	50	50	0.988371435834464	3.82012892818562	12.4	2	36057.4242131324
11	30	20	0.988403004856166	3.5183772063872	11	14	27191.2466590525
18	20	80	0.988454759580432	4.1961709500765	15.0666666666667	30	29539.272253773
17	50	30	0.988464020580553	4.05749056157179	14.4	9	29169.4435123463
18	10	70	0.988494663531787	4.54827358389308	17.7	1	20029.3849213958
19	50	50	0.988585645332574	3.7964999825106	12.3	12	36129.8296058363
19	90	10	0.988787694804389	4.04950395455749	15.0666666666667	16	22146.8369399286
19	50	10	0.988834864214559	4.38296959418949	18.0909090909091	15	15606.5242562091
20	50	50	0.988920428163295	3.93093660769145	12.9666666666667	6	35674.4847427283
17	20	70	0.988945891174518	4.21104308978989	15.2333333333333	12	27889.9245939993
14	10	100	0.98896002065529	4.11007393199185	14	12	26991.0542344421
20	70	40	0.988993650219521	3.7139594773288	11.5333333333333	17	39067.0395293586
18	30	60	0.989001276554061	4.10200854759114	14.3333333333333	15	31484.2737248787
18	20	70	0.989036518730761	4.2025672204696	15.3	29	27665.4103706736
19	20	70	0.989051679842756	4.2692954731266	15.7	3	27048.134433717
17	70	20	0.989083704735967	3.9980781528985	14.0952380952381	20	28024.1619318664
16	40	40	0.989106089442541	4.00795414996942	13.8666666666667	25	29974.3813161676
15	50	30	0.989279266611982	3.94186618826058	13.6333333333333	30	29356.9525255135
20	70	30	0.989284693220083	3.86365550723801	12.7	2	34282.1097181213
16	20	30	0.989501598879372	4.18706803709442	16	7	19937.1997774001
17	60	20	0.989514181866188	4.10423049183923	15.1739130434783	11	25536.7009372159
15	10	100	0.989533870894168	4.27012780478055	15	2	25830.5905004905
17	10	30	0.989546310266348	4.35992679350944	17	18	14776.7189912929
19	100	20	0.989579515833049	3.85345983234163	12.3	24	33831.6156285624
17	20	80	0.989683292057339	4.17991576577509	14.8333333333333	5	29512.6192703093
11	20	10	0.98977862367908	3.52508652706439	11	7	22602.8000640736
16	20	40	0.989801906649249	4.26309357770418	15.9	26	22210.4189308669
18	10	10	0.989882423434428	4.43493471411417	18	16	9003.82939614117
16	30	20	0.990008320822595	4.14675059149042	16	10	19962.602335575
19	30	20	0.990063032799921	4.51498678890037	18.8181818181818	16	16907.8850614262
14	40	20	0.990068245106401	3.91308738413751	14	21	24542.7681434483
16	20	60	0.990113241311268	4.24884276630089	15.4666666666667	17	26296.4725777607
19	10	60	0.990159262336561	4.69682883950337	18.7333333333333	14	17837.6906518128
14	10	60	0.990228499988887	4.05793223384025	14	7	23204.4303759652
17	60	10	0.990275955033269	4.1818283137521	16.3157894736842	3	18919.9514341027
16	20	70	0.99038044992652	4.19727790082298	15.0333333333333	27	28111.8602353098
19	20	50	0.990382632223977	4.45155785919129	17.1	5	23080.3012540357
20	50	30	0.990437166450203	4.13115894120971	14.9333333333333	4	28488.0533523107
15	50	20	0.990471610082763	3.98193821485898	14.4666666666667	25	25004.3281975219
17	50	40	0.990477056869548	3.89336770227926	12.9666666666667	8	33490.8503029876
19	20	40	0.990607566285508	4.50469370729678	17.8461538461538	23	20355.8856554216
18	20	50	0.990610482800061	4.33731475843851	16.3333333333333	3	23156.403158966
14	10	70	0.990682566160671	4.09983433794758	14	3	24171.9242784163
18	10	50	0.990739823737286	4.52012813721162	17.9333333333333	22	16733.1308751041
14	10	80	0.990756556282314	4.06278672174307	14	28	25075.0288869936
20	60	20	0.990779101662016	4.17679571307001	15.7	17	24804.1163949532
20	50	20	0.990823568374258	4.25114073176621	16.5333333333333	7	22395.2499967543
13	10	70	0.990968681296797	3.95235509698911	13	28	25542.7518465625
17	20	30	0.990972687861915	4.30721987266719	16.9666666666667	6	18824.523951493
17	40	40	0.991034043933966	4.08224026689855	14.5333333333333	14	29563.6581907082
19	70	30	0.991107225344403	3.87167879103591	12.7333333333333	28	34842.6328733683
10	10	10	0.991183654386431	3.42674262383989	10	11	22839.0248400462
10	10	40	0.991199577518458	3.46041009345034	10	17	27233.8420508624
16	70	30	0.991247966405445	3.83117396084294	12.5	27	34392.8208722755
16	30	40	0.991327041512108	4.18199271760798	15.1666666666667	13	26097.3095086208
15	70	10	0.991349380784698	3.96144585405251	14.4	10	22179.6822540146
19	30	50	0.99140604124036	4.16616641525222	14.9666666666667	24	28381.5734843798
15	20	10	0.991419613361219	4.03866020795209	15	2	15766.5823673939
19	10	100	0.991457138386426	4.53067196477737	17.2666666666667	25	23718.7488573289
16	10	70	0.991476467680608	4.3638946144839	15.9666666666667	20	21707.4942253539
16	20	50	0.991489275428868	4.24927965836134	15.7	5	24402.3492332495
18	10	100	0.991545235941491	4.53769894586644	17.0333333333333	12	23649.9644852967
19	10	30	0.991594759320109	4.57868958369438	19	14	12425.0527085783
17	20	40	0.991617642902187	4.37593298761012	16.7666666666667	17	21553.3994380419
13	10	30	0.991621237551512	3.87883636693621	13	18	20663.9752242205
20	90	20	0.991632090818874	3.86321270302647	12.7	28	32593.40635155
20	10	20	0.991645858514639	4.69618588446961	20	15	9270.50459197392
19	80	30	0.991651895811529	3.79496540398419	12.2	3	36505.1484287887
19	30	30	0.991656454874362	4.38914030764839	17	19	21957.2851809741
14	60	10	0.991683491457763	3.88530752534516	13.8666666666667	20	22662.7004956659
20	20	80	0.991700423768446	4.24066307253502	15.2666666666667	30	29440.293728827
20	20	60	0.991774555867739	4.38963787862244	16.3666666666667	13	25422.07327472
16	10	50	0.991900380599043	4.3069194032846	16	13	18873.0819858868
13	10	20	0.991912984689904	3.85353297267158	13	22	19125.7998322355
18	30	70	0.991938937698893	4.08936338426009	14.6666666666667	2	33088.6103985335
10	10	20	0.992070102213231	3.41934624915834	10	30	24716.2388549383
17	40	30	0.992075189730765	4.17605118100607	15.3	28	25590.6282499988
14	10	40	0.99210782052962	4.02658193513969	14	1	20592.6160132697
15	20	60	0.992128182020194	4.13324262671668	14.7666666666667	14	27133.1047187822
19	10	70	0.992176578300715	4.71101034733832	18.5666666666667	19	19064.7337879198
19	70	20	0.992280859656747	4.05564094386641	14.6	24	27113.3608291631
16	30	30	0.992414120310315	4.20376038994387	15.6	16	23244.5520675602
20	30	50	0.992593418961113	4.1940973743916	15.2666666666667	24	28529.8288886574
15	30	40	0.992682601426084	4.09841962543633	14.6666666666667	12	27076.3383183939
20	80	10	0.992696918635377	4.17686026887601	16.1666666666667	20	20039.2191485963
16	20	80	0.992743515746707	4.15043498785945	14.5333333333333	25	30193.3910444176
18	10	80	0.992802716432941	4.55215137756724	17.5333333333333	11	21202.5039878449
19	60	20	0.992824627003978	4.11620681838347	15.3	7	25433.7634020382
15	10	60	0.992834363361484	4.19713655397875	15	3	21636.3568166756
20	20	50	0.992888617853478	4.48985401596982	17.4	15	22170.7585078444
20	40	50	0.99292733416474	3.99532691020726	13.7333333333333	30	32703.141338237
19	10	80	0.993042368305843	4.63676311228579	18.1333333333333	17	20812.4236505409
15	10	80	0.99333433786146	4.19907589156453	15	14	23886.4944555045
16	10	30	0.993408950454605	4.22292570388484	16	25	16200.8892308539
17	10	80	0.993465214157971	4.42575343459676	16.7	13	21888.6605277766
15	40	10	0.993478766526078	4.01604386115803	14.9666666666667	9	18858.4163589129
18	70	20	0.993538260279986	4.06837789694553	14.6666666666667	26	27110.3321170734
16	40	20	0.993701532594546	4.13108955251084	15.8333333333333	9	21999.2548653688
20	70	10	0.993871303874501	4.25522958853437	16.8666666666667	1	18970.397503239
20	20	20	0.993873521352488	4.61668882636666	19.9	12	13032.0044276578
17	20	20	0.993907676800789	4.2705656678432	17	24	16175.3156589437
20	10	80	0.994062755228151	4.75134249647956	18.8333333333333	23	20046.0210155561
15	20	70	0.994088205111237	4.1161531594549	14.4	29	28766.0286766763
15	10	90	0.994092748312599	4.19837681866241	14.9666666666667	7	24836.4409717308
16	40	10	0.994095157619406	4.13765054181744	16	20	17537.9864312995
20	30	60	0.994118001604434	4.11412113746106	14.5666666666667	8	30812.4554670342
13	10	40	0.994125157623226	3.88087338022973	13	1	22166.9965656889
20	20	40	0.994151688659214	4.57547346949359	18.2	2	19939.210436195
14	10	50	0.994162031714552	4.05158423136261	14	19	21910.8715720864
20	10	100	0.994166948257264	4.53818437424204	17.1333333333333	24	23704.4132622327
20	10	60	0.994169962263767	4.76477330730718	19.5333333333333	13	16879.5311346828
13	10	10	0.994215151420799	3.89485056702597	13	10	16997.8846001934
15	20	40	0.994276437902164	4.13652326875138	15	20	23453.9320398037
17	30	30	0.994314073966209	4.35434482661726	16.6	8	22800.918999686
20	30	30	0.994345377595044	4.46917820310057	17.6	11	21350.8575088367
19	70	10	0.99438371292033	4.2173267390811	16.5333333333333	4	18947.8084490047
14	40	10	0.99450015446472	3.8949277093755	14	15	20358.5836612013
19	10	20	0.994505963447632	4.53631119882826	19	10	10360.1141608143
15	60	10	0.994589193114213	3.98481733790255	14.7	17	21161.6451380487
18	20	10	0.994590900166055	4.38635642168774	18	21	11517.1310689907
16	20	20	0.994629941580075	4.14591829080914	16	5	17495.3991961755
16	30	10	0.994725030496177	4.13921696852267	16	15	16013.4617401096
11	20	20	0.994736444517216	3.52648606152176	11	2	25247.149283557
17	10	70	0.994852931704203	4.45169366709833	16.9666666666667	8	20743.542019308
15	10	50	0.994954585989575	4.16285555444827	15	22	20452.0406446451
18	40	40	0.995026025585307	4.04011706469452	14.1666666666667	26	30313.468334953
14	30	20	0.995070185078197	3.89963646105812	13.9666666666667	28	22645.4530525321
14	10	20	0.99525688397326	3.99520683676727	14	1	17413.8561366184
19	40	20	0.995473005972781	4.37255698575115	17.5333333333333	2	20021.3388131026
18	40	10	0.995493455256505	4.3522729457567	17.8333333333333	17	15099.5259547926
15	10	10	0.995494627957767	4.10165147389746	15	21	13587.8247576536
18	10	20	0.995510128674224	4.47432486121885	18	3	11539.9555761653
15	10	30	0.995576883813196	4.13308235829533	15	30	17502.1329692016
16	10	40	0.995578618556991	4.26314578268808	16	26	17609.5613988001
15	30	10	0.995589919119569	4.02151866095236	15	27	17484.6725111181
15	10	70	0.9956404457944	4.21345328290727	15	26	22549.5072113916
16	10	60	0.995678834589225	4.31297124576729	16	22	20249.4602528195
17	10	10	0.995716203915113	4.35029323749273	17	6	10405.2212275885
20	10	50	0.99578282967012	4.75262031242731	19.7	9	15055.7394494279
18	20	40	0.995811893180598	4.46914377035987	17.3333333333333	24	20969.2406514738
20	20	30	0.995817906456782	4.67167469153659	19.2	23	16008.7576625082
17	10	60	0.995864366664553	4.44375142060984	17	11	19321.2154129793
15	20	30	0.995895662869336	4.09281842066609	15	17	21198.7411835571
14	10	10	0.995900833417352	4.00430742599732	14	6	15206.1498988091
20	10	70	0.995977353477483	4.76455463974257	18.9333333333333	19	18683.5585991056
19	20	30	0.996080097618387	4.56638915619609	18.7	22	16864.9925735733
18	30	10	0.996150075285138	4.37089990741801	18	19	13470.6620652757
20	10	90	0.996184336771229	4.60077590212442	17.9333333333333	5	22041.793086867
19	20	10	0.996212035950345	4.4943453676569	19	22	10332.8904467547
17	10	20	0.996218732187868	4.31531987753321	17	1	12871.3264142024
20	40	10	0.996316823325263	4.47891824609244	19	20	13088.4145715403
19	10	10	0.996440773934856	4.54981814815835	19	7	7749.21270129204
17	10	50	0.996451046980733	4.43920518032963	16.9666666666667	11	17906.5128082764
14	30	10	0.996516884681506	3.89675440092016	14	19	18978.7285671222
17	30	10	0.996629575021988	4.25486700749149	17	16	14674.7448800038
18	30	20	0.996791110398518	4.37612841750881	17.8666666666667	17	17726.7243196147
15	10	40	0.996835381788455	4.13294134530813	15	28	19078.984239285
15	30	20	0.996958771166121	4.02305061830534	15	4	21191.5403815827
20	40	20	0.996994895374087	4.47033789550507	18.0333333333333	21	19401.9567259734
20	30	10	0.99700911587106	4.55009249755209	19.625	10	11323.2137968821
17	20	10	0.997016470911081	4.25958484555934	17	3	12797.2886190895
19	30	10	0.997017763382746	4.46121508940022	18.8333333333333	4	12316.6531365454
18	20	30	0.997060058477221	4.45431449046752	17.9333333333333	21	17765.1035900304
16	30	50	0.997087124222784	4.10995732726342	14.5666666666667	22	28783.9273608758
17	30	50	0.997145628884862	4.11519618606248	14.7	30	28558.6767802458
18	20	20	0.9971698103618	4.37895053712149	18	28	15032.3642387551
20	50	10	0.997299606910226	4.39004745693967	18.1666666666667	16	15552.1814846174
15	40	20	0.997332746887501	4.02561729973693	14.9333333333333	29	23145.4399420591
20	20	10	0.997343362862662	4.60850617562057	20	14	9214.36444701911
19	30	60	0.997367444397334	4.1126952234028	14.4333333333333	1	30974.14513906
15	20	20	0.997431645152716	4.04290424089221	15	11	18862.867293946
18	60	10	0.9975404315445	4.22741399734371	16.7	21	17792.5701551652
19	40	10	0.997554543811064	4.43384807088707	18.5333333333333	22	14077.0635958741
16	10	20	0.997568442686813	4.21610920547407	16	10	14344.655590106
16	20	10	0.997614521742409	4.16464255564572	16	19	14288.3951882751
18	10	40	0.997712907594911	4.48391032710898	18	13	15181.7240911971
16	10	10	0.99780442476902	4.21363435445886	16	18	11994.0157767032
17	10	40	0.99795276822436	4.38742027178708	17	24	16332.7634305948
19	20	20	0.998084303508014	4.48656987425091	18.9666666666667	17	13987.4923118741
18	10	30	0.998109020835883	4.48826670359399	18	17	13454.8151472502
15	10	20	0.99819525170371	4.10253904685115	15	8	15821.4800051971
19	10	40	0.998347559753736	4.57689311349193	19	16	14075.5045187543
14	10	30	0.999009057898766	4.00453354601475	14	23	19260.9413072861
