1	2	3	4	5	6	7	8	9
Adrenal_Gland	2.35132862357747	0	0	0	0	0	0	0.40298163871612	0
Brain_Amygdala	1.53723677385926	0	0	0	0	0	0	3.282773617945	0
Brain_Caudate_basal_ganglia	1.47013891744194	0	0	0	0	0	0	4.19851461575085	0
Brain_Cerebellar_Hemisphere	1.51257856786218	0	0	0	0	0	0	4.14473286597316	0
Brain_Cortex	1.64380185573831	0.630621486930592	0	0	0	0	0	4.11606276120865	0
Brain_Hippocampus	1.3971297826252	0	0	0	0	0	0	3.33246549710585	0
Brain_Putamen_basal_ganglia	1.54860802080442	0	0	0	0	0	0	4.14818465819532	0
Brain_Spinal_cord_cervical_c-1	1.98705242167201	0	0	0	0	0	0	2.21150579375968	0
Colon_Transverse	2.28167060095421	0	0	0	0	0	0	0	0
Esophagus_Mucosa	2.19545159014363	0	9.3392466875295	0	0	0	0	0	0
Esophagus_Muscularis	2.16978773965038	0	0	9.79479221989304	0	0	0	0	0
Heart_Atrial_Appendage	2.26767565857424	0	0	0	0	0	0	0	8.2781294483654
Lung	1.93674358355337	0	0	0	0	0	9.40223517882462	0	0
Minor_Salivary_Gland	2.51118702412239	0	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.64598810067417	0	0	0	0	7.76005876049673	0	0	0
Skin_Sun_Exposed_Lower_leg	1.64951742911352	0	0	0	0	8.0277300020209	0	0	0
Small_Intestine_Terminal_Ileum	2.17190276810357	0	0	0	0	0	0	0	0
Spleen	2.85966804477142	0	0	0	0	0	0	0	0
Uterus	2.42342253264757	0	0	0	0	0	0	0	0
Whole_Blood	1.24628774625123	0	0	0	9.34995239111807	0	0	0	0
