1	2	3	4	5	6	7	8
Adrenal_Gland	2.37135834067598	0	0	0	0	0	0	0
Brain_Amygdala	1.67685582571087	0	0	0	0	2.91795525093572	0	0
Brain_Caudate_basal_ganglia	1.62173394485593	0	0	0	0	3.89475487287851	0	0
Brain_Cerebellar_Hemisphere	1.63416371541561	0	0	0	0	3.98715217095248	0	0
Brain_Cortex	1.71854540422257	0	0	0	0	4.28886736280739	0	0
Brain_Hippocampus	1.52334884372488	0	0	0	0	3.00435147039642	0	0
Brain_Putamen_basal_ganglia	1.7126892447515	0	0	0	0	3.72223473067718	0	0
Brain_Spinal_cord_cervical_c-1	2.0954590962909	0	0	0	0	1.67147172895339	0	0
Colon_Transverse	1.99957987353377	0	0	0	8.30705992693544	0	0	0
Esophagus_Mucosa	2.07929608364428	0	0	9.69504933437248	0	0	0	0
Esophagus_Muscularis	2.00086354528238	0	0	0	0	0	7.57272137830355	0
Heart_Atrial_Appendage	2.18344386365839	0	0	0	0	0	4.10977306461287	0
Lung	1.91242725492081	0	9.31271697810054	0	0	0	0	0
Minor_Salivary_Gland	2.38670660972109	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.34348256723859	7.69140058498171	0	0	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.31247097075006	8.11700643859378	0	0	0	0	0	0
Small_Intestine_Terminal_Ileum	2.04004178388405	0	0	0	0	0	0	0
Spleen	2.72945518315836	0	0	0	0	0	0	0
Uterus	2.32151034460448	0	0	0	0	0	0	0
Whole_Blood	1.21463946321756	0	0	0	0	0	0	9.51486342185682
