1	2	3	4	5	6	7	8
Adrenal_Gland	2.43145178207397	0	0.0478979555740124	0	0	0	0	0
Brain_Amygdala	1.53699699635262	0	3.27735294778262	0	0	0	0	0
Brain_Caudate_basal_ganglia	1.47063266291915	0	4.21114433616213	0	0	0	0	0
Brain_Cerebellar_Hemisphere	1.48141351617601	0	4.27547533667752	0	0	0	0	0
Brain_Cortex	1.60190613610255	0	4.27496583106422	0.602058979127979	0	0	0	0
Brain_Hippocampus	1.39658517280384	0	3.33721681030832	0	0	0	0	0
Brain_Putamen_basal_ganglia	1.52895082743033	0	4.22254844415044	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	2.00535930036332	0	2.10684746913716	0	0	0	0	0
Colon_Transverse	2.06608155165186	0	0	0	0	0	0	8.54442902547707
Esophagus_Mucosa	2.12110189758854	0	0	0	0	0	9.73577139505003	0
Esophagus_Muscularis	2.0868727313027	0	0	0	7.32110075666159	0	0	0
Heart_Atrial_Appendage	2.27935382909261	0	0	0	3.83563540252603	0	0	0
Lung	2.40658058328172	0	0	0	0	0	0	0
Minor_Salivary_Gland	2.45416223167392	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.85231345532343	7.59082080316973	0	0	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.84721239139361	8.00298212159157	0	0	0	0	0	0
Small_Intestine_Terminal_Ileum	2.08747110479882	0	0	0	0	0	0	0
Spleen	2.80293308185942	0	0	0	0	0	0	0
Uterus	2.41541565863533	0	0	0	0	0	0	0
Whole_Blood	1.16144570745117	0	0	0	0	9.25269080578686	0	0
