1	2	3	4	5	6	7	8	9
Adrenal_Gland	2.47486667413705	0	0	0	0	0.793884598546498	0	0	0
Brain_Amygdala	2.6306554673572	0	0	0	0	0	0	0	0
Brain_Caudate_basal_ganglia	2.77793333275643	0	0	0.0943055747062634	0	0	0	0	0
Brain_Cerebellar_Hemisphere	2.65425610452813	0	0	0	0	0	0	0	7.13622870712645
Brain_Cortex	2.92154419124655	0	0	0.694814185592797	0	0	0	0	0
Brain_Hippocampus	2.45517426623112	0	0	0	0	0	0	0	0
Brain_Putamen_basal_ganglia	2.85830304425989	0	0	0	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	2.7322654598167	0	0	0	0	0	0	0	0
Colon_Transverse	1.92953369535043	0	0	0	0	0	0	10.4815299430736	0
Esophagus_Mucosa	1.77075549770419	0	11.2738537982772	0	0	0	0	0	0
Esophagus_Muscularis	2.02110060654931	7.06850003687904	0	0	0	0	0	0	0
Heart_Atrial_Appendage	1.99783112287346	5.76181018046345	0	0	0	0.516436704795579	0	0	0
Lung	1.73358219249412	0.348715572306318	0	0	0	4.19235384427983	0	0	0
Minor_Salivary_Gland	2.19484728795878	0	0	0	0	1.9294564280527	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.61959665369406	0	0	0	8.3420495693572	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.67349601769015	0	0	0	8.30374446172092	0	0	0	0
Small_Intestine_Terminal_Ileum	1.47413465187451	0	0	0	0	3.80098823544249	0	0	0
Spleen	2.00346113852938	0	0	0	0	4.87327543356186	0	0	0
Uterus	2.53435226452741	0	0	0	0	0	0	0	0
Whole_Blood	0.973825157146972	0	0	0	0	0	9.90113420778737	0	0
