1	2	3	4	5	6	7	8	9
Adrenal_Gland	2.77378736352537	0	0	0	0.189098640947913	0	0	0	0
Brain_Amygdala	2.80651820828325	0	0	0	0	0	0	0	0
Brain_Caudate_basal_ganglia	2.96862542730191	0	0	0	0	0	0	0	0
Brain_Cerebellar_Hemisphere	2.92120658523527	0	0	7.03243571796313	0	0	0	0	0
Brain_Cortex	3.20926638336905	0	0	0	0	0	0	0	0
Brain_Hippocampus	2.6073872263736	0	0	0	0	0	0	0	0
Brain_Putamen_basal_ganglia	3.0229760993592	0	0	0	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	2.90800309645815	0	0	0	0	0	0	0	0
Colon_Transverse	2.08693019800871	0	0	0	0	10.362327490819	0	0	0
Esophagus_Mucosa	2.3142632286991	0	0	0	0	0	0	0	11.3430769799624
Esophagus_Muscularis	2.39941600301039	0	0	0	0	0	0	7.07070076500594	0
Heart_Atrial_Appendage	2.41007586569498	0	0	0	0	0	0	6.00529800059576	0
Lung	2.0678793007203	0	0	0	0	0	10.6954717602823	0	0
Minor_Salivary_Gland	2.53310025464816	0	0	0	1.61802612454178	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.88927171613627	0	8.61671066978267	0	0	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.94757887270195	0	8.57341761461337	0	0	0	0	0	0
Small_Intestine_Terminal_Ileum	1.88151994586575	0	0	0	4.1179399889573	0	0	0	0
Spleen	2.42760338702095	0	0	0	5.62187718426598	0	0	0	0
Uterus	2.72132242151902	0	0	0	0	0	0	0	0
Whole_Blood	1.28976653012842	10.7855433083419	0	0	0	0	0	0	0
