1	2	3	4	5	6	7	8
Adrenal_Gland	2.4242100839386	0	0	0	0	0	0	0
Brain_Amygdala	1.75069938347711	0	0	0	2.89058831638242	0	0	0
Brain_Caudate_basal_ganglia	1.70662043331241	0	0	0	3.86826970050596	0	0	0
Brain_Cerebellar_Hemisphere	1.72733732890038	0	0	0	3.9285313501809	0	0	0
Brain_Cortex	1.81254658090857	0	0	0	4.25311974921525	0	0	0
Brain_Hippocampus	1.59432366777215	0	0	0	2.98084806621053	0	0	0
Brain_Putamen_basal_ganglia	1.79779091166232	0	0	0	3.69363900860647	0	0	0
Brain_Spinal_cord_cervical_c-1	2.16119370435927	0	0	0	1.64861108849542	0	0	0
Colon_Transverse	2.05553305935997	0	8.26613920508779	0	0	0	0	0
Esophagus_Mucosa	2.14941317193323	0	0	0	0	9.50439346120274	0	0
Esophagus_Muscularis	2.11926417516132	0	0	7.57312311707019	0	0	0	0
Heart_Atrial_Appendage	2.28542271151526	0	0	3.84636879115985	0	0	0	0
Lung	1.9513102169115	9.32271280520772	0	0	0	0	0	0
Minor_Salivary_Gland	2.43951198659375	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.87889936108111	0	0	0	0	0	0	7.60150135334824
Skin_Sun_Exposed_Lower_leg	1.87607484784066	0	0	0	0	0	0	8.01754056727759
Small_Intestine_Terminal_Ileum	2.07913178069976	0	0	0	0	0	0	0
Spleen	2.7883153164314	0	0	0	0	0	0	0
Uterus	2.37146683385802	0	0	0	0	0	0	0
Whole_Blood	1.20949495286384	0	0	0	0	0	9.41688082858584	0
