1	2	3	4	5	6	7	8	9
Adrenal_Gland	2.29448567599592	0	0	0	0	0	0	0	0
Brain_Amygdala	1.92376560681062	0	0	0	0	2.51293095477994	0	0	0
Brain_Caudate_basal_ganglia	1.95597589537734	0	0	0	0	3.46956815244388	0	0	0
Brain_Cerebellar_Hemisphere	2.01014528116435	0	0	9.01650470536114	0	0	0	0	0
Brain_Cortex	2.08393665495761	0	0	0	0	3.87378065163969	0	0	0
Brain_Hippocampus	1.77544212377768	0	0	0	0	2.5756685992007	0	0	0
Brain_Putamen_basal_ganglia	2.02674506362428	0	0	0	0	3.27793954700743	0	0	0
Brain_Spinal_cord_cervical_c-1	2.22626629674659	0	0	0	0	1.19665559124656	0	0	0
Colon_Transverse	1.92099303998022	8.42940832665902	0	0	0	0	0	0	0
Esophagus_Mucosa	2.01970732460846	0	0	0	0	0	0	9.89513204697898	0
Esophagus_Muscularis	1.88611887535357	0	0	0	7.40483304553292	0	0	0	0
Heart_Atrial_Appendage	2.06156303708381	0	0	0	4.32567785026077	0	0	0	0
Lung	1.85839598933622	0	0	0	0	0	0	0	9.4717758569694
Minor_Salivary_Gland	2.31046565691738	0	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.58183619843326	0	7.75305138657984	0	0	0	0	0	0
Skin_Sun_Exposed_Lower_leg	1.57007022208894	0	8.16195548469641	0	0	0	0	0	0
Small_Intestine_Terminal_Ileum	1.95686504660557	0	0	0	0	0	0	0	0
Spleen	2.63099433278849	0	0	0	0	0	0	0	0
Uterus	2.24507152596564	0	0	0	0	0	0	0	0
Whole_Blood	1.15078015141347	0	0	0	0	0	9.44457656308453	0	0
