1	2	3	4	5	6	7	8
Adrenal_Gland	2.27538795141023	0.170438509096174	0	0	0	0	0	0
Brain_Amygdala	1.61684078704827	3.06042712795171	0	0	0	0	0	0
Brain_Caudate_basal_ganglia	1.58644315818703	3.93431142528971	0	0	0	0	0	0
Brain_Cerebellar_Hemisphere	1.82071788685172	1.2881673154409	0	0	0	8.28116664165456	0	0
Brain_Cortex	1.70436989080595	4.2379328529142	0	0	0	0	0	0
Brain_Hippocampus	1.48721209698069	3.03602966396787	0	0	0	0	0	0
Brain_Putamen_basal_ganglia	1.67060561079495	3.76814247282911	0	0	0	0	0	0
Brain_Spinal_cord_cervical_c-1	2.00210827108666	1.97524816965656	0	0	0	0	0	0
Colon_Transverse	2.14978099832269	0	0	0	0	0	0	0
Esophagus_Mucosa	1.98740819929926	0	0	0	0	0	0	9.77971180754593
Esophagus_Muscularis	1.98305437085439	0	0	7.42816925630248	0	0	0	0
Heart_Atrial_Appendage	2.16102221373878	0	0	4.0314387223926	0	0	0	0
Lung	1.80959491397731	0	0	0	0	0	9.46156229299078	0
Minor_Salivary_Gland	2.37364175708349	0	0	0	0	0	0	0
Skin_Not_Sun_Exposed_Suprapubic	1.73391293816536	0	0	0	7.68556776011128	0	0	0
Skin_Sun_Exposed_Lower_leg	1.74286022324013	0	0	0	7.9517453762305	0	0	0
Small_Intestine_Terminal_Ileum	2.0434434993139	0	0	0	0	0	0	0
Spleen	2.69516684954315	0	0	0	0	0	0	0
Uterus	2.2945678123027	0	0	0	0	0	0	0
Whole_Blood	1.18568477821313	0	9.57158891599492	0	0	0	0	0
