1	2	3
Feature1	0.955885479093813	0	0
Feature2	0.977983273713392	0	0
Feature3	1.09099806010639	0	0
Feature4	1.09390069540024	0	0
Feature5	0.981516583742461	0	0
Feature6	0.772403913513432	0	3.08109416339176
Feature7	0.95555477879459	2.1334642402025	0
Feature8	0.983030777148501	0	0
Feature9	1.05052286527772	0	0
Feature10	1.02969448336298	0	0
